STATE,NAME,geo_type,transportation_type,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24
46,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Tennessee,sub-region,transit,United States,100.0,98.24,96.09,101.28,113.44,109.19,88.71,100.24,96.61,97.2,94.8,111.79,100.97,82.04,94.57,98.61,97.81,100.7,114.63,102.14,85.76,100.32,95.26,105.12,110.25,107.04,107.35,90.75,101.57,104.25,97.89,107.98,124.21,120.49,96.91,108.7,103.96,102.84,101.73,120.55,119.43,87.78,95.11,102.46,102.32,108.34,120.72,128.84,97.19,107.25,117.73,111.19,117.3,129.25,128.18,97.81,112.57,108.81,113.04,100.98,108.1,97.15,76.23,81.11,81.12,75.86,77.48,73.18,66.33,51.17,57.69,56.14,60.02,65.24,70.09,64.28,57.52,66.67,55.81,57.25,58.7,62.95,55.14,52.05,58.9,57.79,56.97,61.33,61.1,54.62,41.07,54.37,52.53,58.29,60.26,64.14,63.27,51.62,64.76,64.24,61.72,58.01,70.2,57.83,55.44,66.1,67.33,63.54,66.26,71.69,76.61,66.31,73.42,72.84,68.82,75.33,74.81,78.99,63.69,65.29,47.46,73.62,86.13,88.94,82.25,70.49,75.89,74.52,80.17,79.24,92.7,94.69,80.36,84.92,83.92,80.88,86.91,92.9,97.01,83.24,88.05,83.92,88.84,91.1,97.23,101.66,87.84,89.75,86.83,94.77,95.8,105.13,111.39,86.8,93.69,91.71,92.0,98.07,110.44,110.54,79.32,97.13,94.62,95.46,103.68,112.61,109.45,92.28,94.87,97.12,99.87,109.71,110.61,98.71,91.24,98.24,100.75,100.15,101.79,108.88,106.26,81.07,93.69,94.59,98.86,96.4,108.48,109.5,90.48,98.79,96.8,93.86,93.62,104.6,105.57,89.67,91.99,91.38,96.88,94.46,103.54,102.52,88.42,90.91,91.57,92.56,94.69,103.81,106.31,87.01,93.41,91.86,88.98,96.49,104.5,104.65,86.98,93.49,93.66,92.04,93.45,103.15,102.12,84.23,92.73,84.73,88.33,87.04,88.92,97.12,76.64,82.15,88.23,89.58,95.95,114.7,111.19,93.01,89.57,88.33,86.28,93.13,104.55,98.1,79.45,87.32,87.0,97.39,104.72,115.55,121.25,100.17,100.91,93.83,90.39,94.81,107.51,105.24,88.53,91.76,84.1,88.9,94.67,105.2,105.45,86.15,90.57,86.25,93.41,98.38,106.63,98.09,86.6,92.77,91.17,90.19,93.7,106.76,108.24,84.5,84.72,85.93,87.6,94.57,104.51,100.86
48,Texas,sub-region,transit,United States,100.0,101.92,102.6,100.09,107.89,99.23,83.01,101.58,110.85,100.23,107.59,112.01,102.7,80.67,105.87,100.48,101.98,102.12,111.01,103.79,80.36,105.07,104.28,94.47,101.11,111.22,103.8,81.53,103.7,100.1,103.84,110.36,119.44,106.25,91.23,107.1,106.34,104.38,102.99,118.24,111.39,85.06,106.27,107.69,103.6,110.93,119.29,114.65,87.23,107.85,109.32,103.48,112.77,121.67,110.4,89.2,107.27,111.94,106.57,101.5,95.51,82.29,67.11,78.45,68.5,64.83,62.05,56.93,46.52,42.12,53.67,51.49,46.56,48.18,49.15,42.93,38.38,44.35,45.3,43.82,41.64,42.15,34.47,35.41,43.74,45.82,45.74,43.94,44.72,39.42,35.04,42.6,42.39,43.21,43.08,44.62,42.15,37.92,47.28,46.1,45.1,48.21,49.67,45.77,41.71,48.11,48.71,49.31,50.54,56.41,53.28,47.68,55.99,55.06,55.34,55.46,58.55,55.05,46.17,49.18,40.64,57.5,58.13,58.92,52.92,51.0,60.51,62.38,62.23,60.91,68.04,65.18,52.96,54.12,62.94,62.89,64.41,70.76,68.99,55.74,64.43,68.17,65.95,68.62,73.4,71.16,61.66,70.57,69.82,68.02,69.93,74.65,70.92,62.35,69.8,69.97,68.87,69.73,74.66,68.98,55.88,65.4,65.71,66.83,67.14,69.09,65.21,56.57,64.95,66.33,66.08,67.49,66.98,55.66,52.82,63.25,63.94,65.16,67.13,70.44,63.96,55.14,63.49,64.1,63.62,65.16,67.39,63.14,55.99,62.14,62.09,63.54,64.83,67.3,59.47,54.34,63.12,61.05,62.95,64.68,68.5,63.75,56.29,65.78,65.79,64.14,65.41,70.79,68.0,57.44,65.5,65.98,65.72,66.68,71.91,69.4,59.45,66.95,66.92,64.42,65.63,71.4,68.21,59.35,67.75,70.3,65.45,66.22,72.4,68.67,56.67,67.83,64.44,64.11,67.52,73.77,70.25,60.29,60.99,64.03,62.03,63.3,70.61,71.07,57.26,65.94,66.19,70.07,74.27,80.64,79.23,62.77,65.84,66.75,66.39,70.98,77.62,73.75,62.22,67.37,66.65,67.24,68.46,73.39,72.16,60.12,67.98,67.79,67.1,69.43,76.12,74.78,61.96,68.98,67.53,67.56,67.48,72.28,70.58,60.36,66.12,67.17,65.95,68.42,71.91,69.37
49,Utah,sub-region,transit,United States,100.0,102.46,101.93,103.16,115.79,101.77,68.05,97.6,101.59,102.73,119.56,126.22,123.37,82.45,108.94,104.76,105.07,110.52,117.7,102.79,65.33,98.43,96.05,102.71,109.28,109.46,98.97,63.36,97.19,95.26,101.09,102.35,112.51,99.17,67.07,106.89,96.88,99.44,101.54,115.36,102.83,67.75,98.77,100.51,107.94,104.89,112.8,100.61,58.81,102.37,96.38,96.03,103.5,108.78,99.86,61.64,95.18,89.2,89.74,80.35,77.13,67.01,45.44,61.81,52.25,45.02,39.93,40.25,35.27,26.22,35.28,37.0,32.29,32.8,33.14,28.17,22.41,32.04,32.93,32.67,30.14,31.31,26.9,24.38,31.62,32.14,31.28,28.58,32.71,28.86,21.28,31.93,29.52,28.0,27.21,31.14,29.28,23.43,33.5,31.83,33.91,32.61,34.37,32.92,28.19,36.69,35.3,36.71,36.68,38.79,36.94,29.87,39.17,41.61,40.75,40.05,43.84,41.64,29.41,37.53,34.15,41.88,45.48,45.85,44.56,36.66,45.86,43.79,42.27,46.72,49.38,44.26,36.79,46.76,51.18,49.89,51.22,49.87,47.14,38.23,52.45,50.11,52.33,55.76,54.58,46.08,37.34,50.65,53.42,56.49,58.97,61.09,53.31,44.98,57.55,57.29,54.99,56.49,60.58,55.28,42.59,63.91,59.64,61.06,58.22,61.6,57.54,42.74,58.59,57.6,57.83,60.82,58.85,46.91,44.98,62.22,61.33,59.33,60.03,61.15,56.74,43.83,58.33,60.41,58.78,62.2,64.3,57.61,47.63,63.84,61.46,56.79,65.82,56.52,55.04,46.49,59.43,62.56,63.33,64.06,64.64,58.2,49.26,65.29,62.27,63.37,64.36,69.38,58.88,46.01,64.17,62.54,64.25,65.57,66.92,62.78,51.34,69.43,70.56,70.95,70.35,76.37,67.56,61.55,89.29,82.17,79.3,82.54,87.67,75.99,54.86,78.86,77.19,78.32,77.17,87.38,76.72,53.19,70.78,69.37,73.91,77.05,75.07,76.06,48.51,75.06,75.37,76.57,81.12,84.77,79.19,59.75,75.89,74.37,72.36,72.79,78.3,75.63,49.46,66.53,67.17,67.32,67.87,72.19,67.49,49.82,67.88,67.97,67.38,69.38,75.71,71.99,48.32,65.57,67.79,67.44,68.2,67.5,68.07,49.89,65.11,65.2,65.46,61.68,67.7,65.69
50,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Virginia,sub-region,transit,United States,100.0,98.93,101.45,102.1,107.55,93.44,84.3,92.71,97.3,97.17,102.28,109.41,106.18,81.55,96.12,96.79,94.12,97.36,105.2,102.69,79.48,94.91,96.06,93.98,94.06,105.42,101.08,84.8,94.3,98.1,98.66,103.76,114.7,105.84,90.71,102.66,98.5,100.36,96.78,108.41,110.45,91.12,96.4,99.68,101.48,101.03,113.63,107.99,87.83,99.19,105.61,100.27,102.83,108.93,109.1,89.45,97.78,92.99,86.67,77.93,76.72,66.83,52.51,56.04,50.81,47.01,45.86,45.31,37.01,32.46,33.35,35.12,32.03,34.9,36.33,34.54,32.14,35.11,30.18,30.81,30.84,32.18,29.11,26.72,32.53,29.88,31.42,30.65,30.91,30.06,25.06,29.75,30.89,28.84,31.86,31.9,30.96,29.77,32.11,32.22,32.84,31.52,32.77,31.33,30.08,32.43,33.1,34.9,30.4,36.25,35.98,32.32,37.32,35.53,35.78,38.25,35.96,37.22,32.88,33.71,27.97,38.87,39.88,43.13,42.25,36.6,39.64,39.04,36.8,39.44,43.09,45.61,38.91,42.79,44.43,44.78,43.87,47.27,47.16,41.55,44.87,43.58,48.08,49.92,52.75,57.2,49.59,52.42,53.72,51.51,50.72,59.33,60.83,51.09,52.07,49.21,50.72,52.93,56.65,54.93,50.52,56.38,57.48,58.71,58.19,63.61,64.42,56.61,59.22,59.01,58.71,61.51,64.44,57.99,54.94,61.01,58.16,58.42,56.65,61.76,60.79,51.48,56.7,57.27,58.74,57.14,61.9,62.93,54.41,57.77,56.64,56.17,56.76,59.31,62.63,52.78,57.62,55.51,55.99,56.03,56.96,60.95,52.86,55.58,52.14,57.3,55.31,59.91,60.61,53.46,58.63,60.3,57.94,56.22,63.8,60.5,53.35,62.62,61.9,59.46,61.33,66.09,67.99,59.86,64.85,63.65,61.23,64.58,69.87,62.69,57.4,58.96,57.9,61.44,63.7,71.06,69.21,59.82,59.63,58.81,56.4,56.6,64.54,64.17,56.09,58.07,57.98,63.08,62.39,73.3,74.98,60.15,63.98,62.2,63.49,63.06,68.04,70.67,59.86,63.76,58.29,59.41,61.84,68.46,71.63,57.51,62.92,61.78,63.03,63.72,72.09,70.22,53.43,59.97,59.99,62.08,64.23,66.72,71.43,58.52,60.95,58.56,60.39,61.8,70.55,72.67
53,Washington,sub-region,transit,United States,100.0,99.05,94.1,99.82,101.87,86.78,72.99,85.14,96.9,99.27,95.84,102.26,85.43,68.7,91.59,91.64,90.32,94.29,101.56,84.19,70.01,87.69,89.53,93.09,95.24,101.35,89.28,73.63,89.88,91.57,94.34,97.27,106.08,88.16,76.84,94.9,100.36,99.74,100.09,106.05,88.7,71.02,89.08,91.61,92.2,97.95,104.42,99.75,72.55,81.65,82.37,83.06,80.15,80.34,75.93,59.22,71.66,69.83,65.7,59.99,56.63,46.05,39.22,42.65,35.97,34.54,32.57,32.7,27.54,23.16,26.3,23.87,22.12,20.9,20.8,18.86,18.15,20.2,20.37,21.03,20.72,20.94,18.23,17.21,21.29,20.89,20.8,21.36,21.49,19.14,16.43,20.76,20.51,20.43,21.64,21.29,19.56,18.63,22.18,20.53,18.66,20.17,20.99,19.06,18.91,20.77,21.31,21.4,21.68,23.05,19.86,18.35,23.79,23.91,22.57,25.04,25.57,25.27,21.51,20.9,18.81,23.84,24.79,25.28,22.16,21.56,25.68,25.13,24.91,25.05,26.48,25.1,24.01,23.54,28.85,29.38,29.6,30.33,26.16,23.87,30.18,29.38,32.17,30.09,31.47,29.68,27.98,32.02,30.76,34.42,34.25,37.9,31.61,30.59,33.01,34.57,36.7,38.56,40.04,34.69,31.26,41.27,40.56,39.5,40.7,41.87,35.19,33.01,39.44,37.74,38.4,38.74,39.73,30.68,32.24,39.77,38.07,39.02,38.48,40.86,36.9,32.58,40.56,40.47,40.54,40.12,39.22,38.05,35.73,40.42,41.26,41.17,38.72,40.66,39.62,36.49,42.29,42.52,42.32,41.39,43.13,40.07,36.48,42.99,43.06,43.31,41.46,43.49,39.19,37.13,43.24,42.08,40.6,43.45,44.84,42.73,38.81,44.84,43.88,44.15,44.46,44.24,42.4,37.5,43.29,44.79,44.69,45.66,45.93,41.09,37.8,44.34,45.25,44.26,45.74,48.15,43.08,39.62,41.33,45.42,44.59,44.23,42.85,34.95,32.31,39.8,39.95,41.68,44.89,43.84,45.84,42.92,46.25,46.89,42.88,44.89,45.67,44.31,40.2,46.52,46.76,44.45,43.58,47.02,44.56,37.24,43.58,43.14,42.57,42.49,46.95,40.51,32.89,40.19,38.95,40.86,42.09,44.84,42.87,35.08,39.19,38.93,39.47,41.69,40.87,40.61
54,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Wisconsin,sub-region,transit,United States,100.0,103.83,100.25,100.18,112.65,93.53,84.82,122.09,159.16,156.57,155.96,154.97,118.16,90.7,137.06,139.28,134.34,144.01,150.8,122.39,94.41,137.1,133.22,139.95,139.97,145.66,120.09,96.57,137.66,139.1,139.82,147.08,153.29,124.39,103.34,142.26,136.94,135.72,136.37,146.68,125.67,105.52,127.3,127.26,128.34,130.43,153.73,125.68,107.43,129.98,135.57,129.33,136.13,146.09,128.11,102.49,124.48,126.91,119.4,118.87,101.55,76.97,62.91,68.02,58.45,52.4,48.06,51.87,41.57,37.8,47.04,45.28,41.84,39.09,40.91,35.09,36.22,44.5,42.33,46.97,43.42,46.9,41.66,41.43,44.37,47.29,43.95,44.05,44.35,42.63,33.16,43.81,45.47,41.45,44.1,47.7,45.33,44.59,48.85,45.59,45.37,44.39,49.11,45.07,45.25,44.74,45.62,43.31,49.92,52.39,55.26,51.54,50.67,50.72,53.29,52.38,55.85,49.28,40.81,44.94,39.13,52.32,53.0,62.21,55.75,42.88,54.04,55.57,63.21,64.96,68.18,62.9,60.83,62.75,74.19,72.41,60.94,72.36,67.51,59.75,61.02,67.25,69.63,68.69,72.92,71.89,66.4,72.87,64.63,64.79,72.78,78.75,72.05,68.62,74.74,76.67,74.93,74.79,82.4,71.41,66.17,74.69,79.06,78.18,82.77,79.0,85.18,74.43,74.26,82.14,86.11,84.66,84.61,72.61,75.83,82.05,80.21,79.76,77.35,85.4,85.48,75.95,79.58,76.74,71.27,79.59,87.07,81.63,75.98,79.81,72.42,76.88,77.48,84.5,80.15,69.46,78.25,76.51,77.34,78.51,81.07,80.75,67.75,73.57,80.63,77.41,78.64,82.94,81.48,72.38,70.84,77.6,78.66,78.38,83.8,81.05,79.83,82.59,81.5,82.68,81.24,86.71,85.04,78.64,91.06,86.31,90.43,95.35,104.07,98.15,89.52,101.14,99.24,101.73,97.04,110.43,100.98,77.18,79.83,85.03,82.22,77.68,85.94,84.29,73.46,80.09,81.36,86.52,92.0,97.85,94.38,80.48,84.45,82.55,83.67,82.89,95.74,99.25,74.14,78.83,82.08,83.77,80.98,88.7,85.79,71.88,82.11,81.37,81.08,83.64,94.17,92.22,74.29,78.73,77.02,75.62,79.59,88.35,82.23,63.81,73.67,75.3,74.5,76.36,81.63,80.59
56,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Alabama,sub-region,driving,United States,100.0,102.9,103.51,109.71,133.97,118.17,89.3,107.34,101.15,100.33,105.53,125.69,122.09,82.45,98.85,101.6,97.95,109.32,129.43,123.78,87.78,100.84,101.5,97.22,105.55,127.88,121.14,91.5,100.76,106.25,106.59,122.67,152.62,136.69,97.66,113.36,108.61,112.41,116.53,148.9,141.79,100.77,109.77,115.64,116.12,125.69,152.84,149.38,104.53,110.73,115.38,110.9,124.09,157.82,158.73,109.85,119.48,119.23,119.83,129.93,143.13,139.87,94.6,101.37,94.06,91.95,91.01,96.05,80.87,56.34,68.01,70.35,74.9,77.58,83.93,73.09,55.39,69.87,65.71,72.21,74.02,81.15,63.88,47.43,66.24,64.79,67.16,74.06,81.02,70.31,38.02,73.6,76.29,80.49,84.27,93.82,83.72,53.0,85.85,86.77,86.64,77.99,103.96,91.72,71.99,89.64,92.04,85.27,102.2,119.89,110.38,88.34,104.61,106.75,111.02,117.71,124.49,124.61,90.78,,,125.44,134.74,152.9,146.28,109.82,128.19,133.12,137.13,150.24,174.64,162.0,124.74,132.84,134.48,134.02,149.39,169.27,168.52,129.4,136.28,133.65,137.76,147.09,167.31,173.86,119.63,134.97,138.03,146.65,160.02,184.52,195.3,142.93,151.97,150.62,154.42,164.12,196.16,212.38,136.44,150.59,147.96,153.65,165.61,191.42,206.53,149.32,154.63,153.16,158.43,179.21,181.52,146.75,143.97,155.4,149.03,152.58,162.78,189.0,203.87,135.24,152.94,153.35,156.53,163.82,189.05,204.26,142.92,151.62,149.94,156.42,167.24,192.84,200.5,142.95,150.62,147.14,152.25,164.56,186.76,202.98,142.56,158.55,156.35,161.33,169.9,195.32,196.83,145.43,156.83,155.36,158.8,168.08,194.23,195.73,148.41,156.78,153.28,154.28,161.79,189.95,181.64,134.82,140.31,138.01,145.47,153.4,170.09,170.18,121.56,139.25,145.35,149.78,169.48,213.93,185.4,142.32,160.03,149.87,148.55,160.08,190.04,184.16,133.76,143.01,129.98,121.82,155.5,187.07,180.35,130.68,141.03,140.44,141.42,143.93,177.56,171.28,130.51,133.2,135.92,139.37,154.72,182.52,181.72,128.26,136.3,138.64,143.81,153.25,168.83,148.18,118.37,136.95,137.77,139.42,151.59,182.28,185.17,132.3,133.01,134.23,139.06,149.08,176.9,159.1
2,Alaska,sub-region,driving,United States,100.0,104.69,104.64,110.1,126.32,122.44,91.11,98.78,104.55,104.3,105.26,122.92,116.96,84.2,99.6,99.76,102.31,105.06,122.27,119.04,82.5,101.77,102.76,106.87,113.41,131.27,123.14,94.15,102.66,106.55,105.08,118.67,142.33,130.53,102.35,108.8,106.72,108.95,112.84,131.76,129.62,96.81,111.14,112.51,112.52,119.63,139.78,136.2,97.47,110.28,109.12,111.65,119.5,140.26,134.89,113.42,117.51,118.25,118.97,117.13,123.7,111.58,82.99,90.2,88.9,79.9,79.84,86.61,72.41,63.06,64.78,68.09,64.82,70.73,75.4,65.99,50.0,64.89,69.1,67.78,65.35,74.18,67.72,55.78,68.91,69.23,70.08,74.71,84.37,80.08,50.31,73.04,78.33,84.12,85.19,96.32,91.52,72.72,85.33,86.93,92.88,94.09,105.86,107.96,86.04,102.82,104.81,108.48,113.43,129.13,124.43,97.39,112.57,118.2,119.8,121.09,140.2,139.71,101.56,,,134.13,140.25,167.65,161.73,125.47,141.21,145.03,151.61,151.83,182.95,162.82,126.96,124.07,151.78,158.15,164.53,184.01,168.04,128.74,153.27,159.28,161.48,172.12,195.43,187.42,149.9,163.04,165.22,171.96,178.5,206.45,198.81,159.04,176.96,176.38,177.36,183.45,201.59,192.76,145.09,178.04,177.07,185.11,193.95,213.84,211.41,156.12,180.34,193.0,207.37,220.76,226.97,186.03,173.15,195.23,197.51,191.12,198.96,229.54,212.13,171.82,198.2,207.88,215.51,209.45,231.83,215.26,175.67,195.28,209.86,207.89,212.08,225.43,207.37,181.83,200.44,202.44,204.58,215.72,240.54,216.41,175.63,199.63,203.0,209.88,204.9,237.6,224.5,182.73,198.87,195.38,200.8,206.68,236.04,228.42,186.17,203.38,194.42,197.17,202.57,230.79,216.67,162.56,176.78,176.51,178.93,191.43,219.01,208.67,157.56,169.23,177.76,177.53,193.22,224.34,215.42,172.1,159.86,179.16,180.5,181.57,206.97,202.6,158.94,170.1,171.32,173.19,169.77,198.14,195.85,146.05,162.6,162.03,165.74,161.75,189.78,191.39,139.11,153.91,151.7,152.1,156.49,181.42,168.55,124.57,145.55,143.1,144.4,146.44,174.29,164.38,118.23,139.53,138.21,138.73,143.82,164.87,155.01,108.23,137.83,136.04,140.03,140.94,158.28,151.15
4,Arizona,sub-region,driving,United States,100.0,104.06,106.9,111.45,129.15,124.63,91.76,102.98,103.8,105.0,108.99,123.39,118.69,83.08,100.67,105.22,107.72,114.04,129.78,122.68,81.91,102.53,106.31,105.73,111.19,130.39,128.05,90.51,104.0,106.8,112.99,122.15,143.8,130.54,100.38,112.58,112.31,117.05,121.7,138.9,131.76,104.95,115.16,117.05,117.74,123.17,139.76,144.6,103.5,113.16,116.05,119.27,125.91,144.49,136.64,102.42,116.4,114.82,113.16,110.59,120.62,113.76,85.38,94.73,88.27,75.71,76.44,80.42,70.35,51.77,64.11,63.48,62.87,62.83,68.31,62.77,48.89,59.53,58.64,55.66,57.09,64.52,56.58,44.47,55.74,57.27,57.05,59.81,67.34,58.92,39.08,58.1,60.25,65.15,66.07,74.91,69.2,54.55,66.37,65.41,67.08,70.15,78.6,73.7,57.21,68.56,69.72,71.36,74.91,86.46,82.43,63.34,74.81,77.27,76.81,79.84,92.28,88.21,64.73,,,86.65,90.42,105.59,102.23,82.71,94.07,96.78,98.76,104.29,122.56,113.6,94.35,91.23,101.33,102.94,105.51,118.85,112.7,89.01,96.6,97.19,100.95,104.35,118.37,114.9,91.71,105.28,105.58,106.65,111.32,125.01,122.7,100.07,107.24,107.74,108.4,111.72,125.29,117.34,88.13,106.28,108.53,107.75,110.85,124.35,116.07,91.99,105.25,105.34,108.09,115.92,113.62,86.82,84.96,101.95,102.29,102.79,105.51,117.02,107.96,86.56,100.22,102.68,104.45,109.67,119.97,112.83,91.34,101.85,103.99,105.86,107.66,121.64,118.13,95.77,104.95,106.79,110.31,112.53,126.21,123.91,98.92,108.35,109.43,107.15,110.66,127.13,124.89,98.44,105.44,108.16,108.5,111.98,132.81,127.69,101.16,108.79,109.98,111.86,114.58,133.86,130.57,101.25,104.79,105.98,107.77,111.26,128.84,125.66,99.34,106.45,108.82,110.93,117.57,141.58,131.97,107.12,106.31,108.27,111.33,115.35,131.12,132.42,99.46,109.42,109.61,111.94,115.74,136.49,133.76,103.01,106.78,107.64,109.6,112.93,133.7,131.67,98.19,103.88,103.61,107.17,112.99,130.43,128.35,96.95,104.95,106.1,109.49,114.95,133.85,131.86,101.41,106.9,107.1,110.7,116.07,135.94,138.59,103.88,106.07,106.83,109.08,116.9,136.25,138.05
